study.name,group.name,n,d,t.pair,df,mdif,sdif,mpre,sdpre,mpos,sdpos,r,rev.sign,rev.group,autoreg,post,control,outcome,ESL,prof,scope,type
Bit.KnoA,Cont.long,12,NA,NA,NA,NA,NA,85.58,8.89,85.92,11.87,0.6,FALSE,FALSE,FALSE,2,TRUE,1,1,3,NA,NA
,,,,,,,,,,,,,,,,,,,,,,
SheenA,Dir.short,31,NA,NA,NA,NA,NA,44.1,11.9,58.3,15.3,0.6,FALSE,FALSE,FALSE,1,FALSE,1,1,2,2,2
SheenA,Dir.long,31,NA,NA,NA,NA,NA,44.1,11.9,57.5,14.4,0.6,FALSE,FALSE,FALSE,2,FALSE,1,1,2,2,2
SheenA,MF.short,32,NA,NA,NA,NA,NA,49.6,16.9,65.4,16.3,0.6,FALSE,FALSE,FALSE,1,FALSE,1,1,2,2,2
SheenA,MF.long,32,NA,NA,NA,NA,NA,49.6,16.9,69.4,15.3,0.6,FALSE,FALSE,FALSE,2,FALSE,1,1,2,2,2
SheenA,Cont.short,28,NA,NA,NA,NA,NA,48.3,14.2,52.1,15.6,0.6,FALSE,FALSE,FALSE,1,TRUE,1,1,2,NA,NA
SheenA,Cont.long,28,NA,NA,NA,NA,NA,48.3,14.2,51.2,16.2,0.6,FALSE,FALSE,FALSE,2,TRUE,1,1,2,NA,NA
,,,,,,,,,,,,,,,,,,,,,,
Bit.KnoB,gr1.short,13,NA,NA,NA,NA,NA,62.46,11.98,89.23,8.22,0.6,FALSE,FALSE,FALSE,1,FALSE,1,1,2,2,1
Bit.KnoB,gr1.long1,13,NA,NA,NA,NA,NA,62.46,11.98,79.61,10.29,0.6,FALSE,FALSE,FALSE,2,FALSE,1,1,2,2,1
Bit.KnoB,gr1.long2,13,NA,NA,NA,NA,NA,62.46,11.98,84.31,12.33,0.6,FALSE,FALSE,FALSE,3,FALSE,1,1,2,2,1
Bit.KnoB,gr2.short,13,NA,NA,NA,NA,NA,55.31,20.08,83.77,10.36,0.6,FALSE,FALSE,FALSE,1,FALSE,1,1,2,2,1
Bit.KnoB,gr2.long1,13,NA,NA,NA,NA,NA,55.31,20.08,78.46,11.04,0.6,FALSE,FALSE,FALSE,2,FALSE,1,1,2,2,1
Bit.KnoB,gr2.long2,13,NA,NA,NA,NA,NA,55.31,20.08,81.69,10.93,0.6,FALSE,FALSE,FALSE,3,FALSE,1,1,2,2,1
Bit.KnoB,gr3.short,13,NA,NA,NA,NA,NA,59.69,20.45,79.15,14.27,0.6,FALSE,FALSE,FALSE,1,FALSE,1,1,2,2,1
Bit.KnoB,gr3.long1,13,NA,NA,NA,NA,NA,59.69,20.45,79.84,13.74,0.6,FALSE,FALSE,FALSE,2,FALSE,1,1,2,2,1
Bit.KnoB,gr3.long2,13,NA,NA,NA,NA,NA,59.69,20.45,78.31,13.41,0.6,FALSE,FALSE,FALSE,3,FALSE,1,1,2,2,1
Bit.KnoB,Cont.short,13,NA,NA,NA,NA,NA,60.17,17.58,67.08,21.45,0.6,FALSE,FALSE,FALSE,1,TRUE,1,1,2,NA,NA
Bit.KnoB,Cont.long1,13,NA,NA,NA,NA,NA,60.17,17.58,56.62,22.29,0.6,FALSE,FALSE,FALSE,2,TRUE,1,1,2,NA,NA
Bit.KnoB,Cont.long2,13,NA,NA,NA,NA,NA,60.17,17.58,62.46,18.97,0.6,FALSE,FALSE,FALSE,3,TRUE,1,1,2,NA,NA
,,,,,,,,,,,,,,,,,,,,,,
ChandlerA,Exper,15,NA,4.05,NA,NA,NA,7.8,3.2,5.1,1.8,NA,TRUE,TRUE,FALSE,1,FALSE,1,1,2,2,4
ChandlerA,Cont,16,NA,-0.9,NA,NA,NA,6,4.1,6.9,4.6,NA,TRUE,TRUE,FALSE,1,TRUE,1,1,2,NA,NA
,,,,,,,,,,,,,,,,,,,,,,
Mubarak,grA.short,17,NA,-4.366,NA,NA,NA,0.395,0.28,0.62,0.62,0.6737,FALSE,TRUE,FALSE,1,FALSE,1,2,NA,2,4
Mubarak,grA.long,17,NA,NA,NA,NA,NA,0.395,0.28,0.52,0.205,NA,FALSE,FALSE,FALSE,2,FALSE,1,2,NA,2,4
Mubarak,grB.short,16,NA,-0.839,NA,NA,NA,0.446,0.282,0.499,0.279,0.5943,FALSE,TRUE,FALSE,1,FALSE,1,2,NA,2,2
Mubarak,grB.long,16,NA,NA,NA,NA,NA,0.446,0.282,0.513,0.195,NA,FALSE,FALSE,FALSE,2,FALSE,1,2,NA,2,2
Mubarak,Cont.short,13,NA,-0.401,NA,NA,NA,0.545,0.272,0.516,0.267,0.532,FALSE,TRUE,FALSE,1,TRUE,1,2,NA,NA,NA
Mubarak,Cont.long,13,NA,NA,NA,NA,NA,0.545,0.272,0.436,0.204,NA,FALSE,FALSE,FALSE,2,TRUE,1,2,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,
Mubarak,grA.shortB,17,NA,6.015,NA,NA,NA,0.1,0.046,0.055,0.023,0.8003,TRUE,TRUE,FALSE,1,FALSE,2,2,NA,2,2
Mubarak,grA.longB,17,NA,NA,NA,NA,NA,0.1,0.046,0.062,0.027,NA,TRUE,FALSE,FALSE,2,FALSE,2,2,NA,2,2
Mubarak,grB.shortB,16,NA,7.864,NA,NA,NA,0.105,0.03,0.053,0.026,0.5618,TRUE,FALSE,FALSE,1,FALSE,2,2,NA,2,4
Mubarak,grB.longB,16,NA,NA,NA,NA,NA,0.105,0.03,0.056,0.025,NA,TRUE,FALSE,FALSE,2,FALSE,2,2,NA,2,4
Mubarak,Cont.shortB,13,NA,2.793,NA,NA,NA,0.093,0.032,0.083,0.028,0.9159,TRUE,FALSE,FALSE,1,TRUE,2,2,NA,NA,NA
Mubarak,Cont.longB,13,NA,NA,NA,NA,NA,0.093,0.032,0.078,0.032,NA,TRUE,FALSE,FALSE,2,TRUE,2,2,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,
Sun,focus.short,11,NA,NA,NA,NA,NA,0.356987,0.1948038,0.265239,0.1406866,0.6,TRUE,FALSE,FALSE,1,FALSE,1,2,2,1,2
Sun,focus.long,11,NA,NA,NA,NA,NA,0.356987,0.1948038,0.204421,0.1588429,0.6,TRUE,FALSE,FALSE,2,FALSE,1,2,2,1,2
Sun,unfo.short,12,NA,NA,NA,NA,NA,0.26616,0.1615753,0.328844,0.1694131,0.6,TRUE,FALSE,FALSE,1,FALSE,1,2,2,2,2
Sun,unfo.long,12,NA,NA,NA,NA,NA,0.26616,0.1615753,0.260022,0.1479377,0.6,TRUE,FALSE,FALSE,2,FALSE,1,2,2,2,2
Sun,cont.short,10,NA,NA,NA,NA,NA,0.30681,0.1613508,0.243005,0.1684375,0.6,TRUE,FALSE,FALSE,1,TRUE,1,2,2,NA,NA
Sun,cont.long,10,NA,NA,NA,NA,NA,0.30681,0.1613508,0.287568,0.104496,0.6,TRUE,FALSE,FALSE,2,TRUE,1,2,2,NA,NA
